Course ID,Course,Course Name,Course Hours,Course Description
129,NE 340,Materials Science and Engineering Mechanics for Nuclear Materials,3,"Introduction to the materials science and engineering mechanics principles relevant for understanding the behavior of fuels and materials used in nuclear reactors. Topics include atomic bonding and crystal structure of materials, thermodynamics principles, including the interpretation of phase diagrams, diffusion mechanisms, atomic and extended defects in materials, elastic strains and stresses, and mechanical properties including plastic deformation and analysis of stress loading of components. In each topical area, the relevance to nuclear power applications will be emphasized."
130,NE 470,Nuclear Reactor Theory,3,"Fundamentals of reactor physics relative to cross sections kinematics of elastic scattering, reactor kinetics, reactor systems, and nuclear data. Analytical and numerical methods applicable to general criticality problems, eigenvalue searches, perturbation theory, and the multigroup diffusion equations."
131,NE 360,Reactor Systems and Safety,3,Safety and operating limits of nuclear steam supply system components. NRC regulations. Accident analysis and mitigation.
132,NE 471,Nuclear System Design I,1,"Design and analysis of a nuclear system. Feasibility, cost analysis and initial steps of a nuclear engineering design project is to be completed in NE 472."
133,NE 400,Senior Seminar,1,"Current topics related to nuclear and radiological engineering including ethics, contemporary issues, and commitment to life-long learning."
134,NE 472,Nuclear System Design II,3,"First order design and analysis of a nuclear system. Interface with nonnuclear aspects of system design, including system reliability and economics. Class project."
135,NE 101,Survey of Nuclear and Radiological Engineering,1,
136,ENGL 101,English Composition I,3,"Intensive instruction in writing, focusing on analysis and argument. Strategies for reading critically, analyzing texts from diverse perspectives, developing substantive arguments through systematic revision, addressing specific audiences, integrating sources, and expressing ideas with clarity and correctness."
137,BME 205,Anatomy and Physiology for Biomedical Engineers,3,Introduction to the fundamental principles of human anatomy and physiology essential for the study of biomedical engineering. This course is designed to expose students to the fundamentals of biology and how medical devices interact with biological systems to diagnose and treat human disease.
138,BME 474,Biomaterials,3,"Metals, polymers, and ceramics utilized in orthopedic, cardiovascular, and dental surgical implant devices. Corrosion and degradation problems. Material properties of primary importance and tissue response to synthetic materials."
139,PHIL 345,,,
140,BME 315,Signals and Systems Analysis,3,"Continuous- and discrete-time functions, Laplace transforms, convolution, sampling theory, continuous- and discrete-time Fourier series, continuous- and discrete-time Fourier transforms, z transforms and system identification in the time and frequency domain."
141,BME 345,Biomedical Engineering Instrumentation and Measurement,3,"Fundamentals of measurement systems. Standards, dynamic characteristics of instruments, and statistical data treatment. Transducers, signal conditioning, strain, pressure, and temperature and flow measurements."
142,BME 449,Biomedical Engineering Laboratory,3-4,"Experience with the unique problems associated with making measurements and interpreting data in living systems. Experiments may include mechanical testing of biological materials, imaging, and physiological measurements (EKG, EMG, ECG, etc.)."
143,BME 450,Biomedical Engineering Design I,3,"Design of biomedical systems. Economics, optimization, reliability, patents and product liability. Participation in team design efforts. Requires oral and written design reports."
144,BME 460,Biomedical Engineering Design II,3,"Design of complete biomedical device. Documentation includes complete specification, design calculations, preparation of working drawings, and cost analysis."
145,NE 342,Nuclear Thermal Hydraulics,3,"Fluid statics. Conservation equations of mass, momentum, and energy. Heat transfer processes: conduction and convection. Applications to fluid machinery and nuclear reactor heat transfer."
145,NE 347,Honors Nuclear Thermal Hydraulics,3,Students will attend NE 342 classes with supplementary assignments and/or class meetings.
146,NE 362,Numerical Mthds in Nuclear Eng,3,"Numerical methods for differentiation, integration, interpolation, root-finding, optimization, linear algebra, ordinary and partial differential equations with applications to nuclear engineering problems. Introduction to compute clusters."
146,NE 367,Hon: Num Mthds in Nuc Eng,3,Students will attend NE 362 classes with supplementary assignments and/or class meetings.
147,NE 351,"Nuclear System Dynamics, Instrumentation, and Controls",3,"System modeling and time-domain response, transfer functions, frequency-domain response, stability, state-space methods, and control design. Nuclear reactor kinetics, nodal modeling of core heat transfer, reactor control systems, and nuclear plant transient response are discussed. System simulation and control using PC-based software and toolboxes."
147,NE 357,Honors: Nuclear System Dynamics and Control,3,Students will attend NE 351 classes with supplementary assignments and/or class meetings.
148,BME 363,System Dynamics,3,Free and forced vibrations of damped and undamped lumped parameter systems. Transient and frequency response of lumped parameter systems. Introduction to feedback control systems.
148,BME 367,Honors System Dynamics,3,Honors version of 363. Students will attend 363 classes with supplementary assignments.
149,BME 341,Fluid Mechanics for Biomedical Engineers,3,"Introduction to fluid flow concepts, mass transport, and heat transfer in biological systems."
149,BME 347,Honors Fluid Mechanics for Biomedical Engineers,3,"Honors section of BME 341; students will attend BME 341 classes with supplementary assignments. Introduction to fluid flow concepts, mass transport, and heat transfer in biological systems."
150,BIO 160,Cellular and Molecular Biology,3,"Intended for science majors, an introduction to the major biological concepts emphasizing the cellular and molecular aspects of life. Organized along themes of evolution, structure and function, information flow, exchange and storage, pathways of energy and matter, and systems."
150,BIO 168,Honors: Cellular and Molecular Biology,3,Same as BIOL 160 but designed for high-achieving students.
151,BME 473,Applied Biomechanics,3,Applications of biomechanics to the industrial and orthopedic area. Design of orthopedic implant devices; biomechanics of injury and protection.
151,BME 477,Honors: Applied Biomechanics,3,Honors version of BME 473. Students will attend BME 473 classes with supplementary assignments.
152,BSE 426,"Design Hydrology and Monitoring for Agricultural, Low Impact Development (LID), and other Ecological Systems",3,"A brief introduction to hydrology and hydrologic monitoring along with water-based design and modeling of Agricultural, LID, and other Ecological Systems."
152,BSE 427,"Honors Design Hydrology and Monitoring for Agricultural, Low Impact Development (LID), and other Ecological Systems",3,
153,MSE 110,Materials Chemistry,3,"Fundamental principles of the chemistry of condensed states of matter including ceramics, metals, and polymers."
153,MSE 117,Honors Materials Chemistry,3,"Fundamental principles of the chemistry of condensed states of matter including ceramics, metals, and polymers."
154,MSE 120,Impact of Materials on Society,3,"Explores the connections between the discovery of new materials such as ceramics, glass, concrete, metals, plastics, semiconductors etc. and the development of technologies and social structures worldwide"
154,MSE 127,Honors Impact of Materials on Society,3,"Explores the connections between the discovery of new materials such as ceramics, glass, concrete, metals, plastics, semiconductors etc. and the development of technologies and social structures worldwide"
155,MSE 220,Professional Development for Engineers,3,"Covers aspects of technical report organization, literature reviews, preparing graphics, using databases and standards, reading journal articles, and attending technical meetings and seminars. "
156,MSE 210,Introduction to Materials Science and Engineering Laboratory,3,"Laboratory assignments demonstrating introductory concepts in materials science and engineering such as crystallography, 3D-printing, strengthening mechanisms in metals, mechanical testing, ceramic processing, and microscopy"
157,MSE 250,Introduction to Materials Kinetics and Transport Phenomena,4,Mass and energy balances and reaction kinetics. Steady state and transient heat transfer. Viscous flow of gases and liquids.
158,MSE 260,Materials Engineering Thermodynamics,4,"Thermodynamic laws, entropy, internal energy, and state functions."
159,MSE 300,Principles of Materials Laboratory I,2,"Laboratory assignments demonstrating the structure-property-processing relationships in metals, ceramics, and polymers."
160,MSE 301,Applied Statistics and Numerical Methods for Materials Scientists and Engineers,3,"Statistical methods for probabilities, expectations, sampling, and estimation; numerical methods for regression, integration, solution for systems of linear/nonlinear algebraic and differential equations."
161,MSE 340,Principles and Processing of Polymeric Materials,4,"Synthesis and molecular structure of polymers and polymerization kinetics. Molecular characterization, crystalline and glass transitions, crystallization kinetics, mechanical properties, rheology, and processing."
161,MSE 347,Honors: Principles and Processing of Polymeric Materials,4,"Synthesis and molecular structure of polymers and polymerization kinetics. Molecular characterization, crystalline and glass transitions, crystallization kinetics, mechanical properties, rheology, and processing."
162,MSE 360,Principles and Processing of Ceramic Materials,4,Description of the atomic structure of ceramic materials and glasses. Description of defects in ceramic materials and correlations to physical properties.
162,MSE 367,Honors: Principles and Processing of Ceramic Materials,4,Description of the atomic structure of ceramic materials and glasses. Description of defects in ceramic materials and correlations to physical properties.
163,MSE 302,Mechanical Behavior of Materials I,3,"Fundamentals of deformation and fracture in solids, including metals, ceramics, polymers, and composites."
164,MSE 304,Principles of Materials Laboratory II,3,Laboratory assignments demonstrating advanced concepts in materials science and engineering.
165,MSE 350,Principles of Materials Physics,3,"Fundamental electronic, optical, and magnetic properties of solid state materials."
165,MSE 357,Honors: Principles of Materials Physics,3,"Fundamental electronic, optical, and magnetic properties of solid state materials."
166,MSE 390,Principles and Processing of Metallic Materials,4,"Review of the heat treatment of steels, hardenability, quenching of steels, tempering of steels, austenitzation of steels, annealing, normalizing, martempering and austempering, surface treatments of steels, tool steels, stainless steels, structural steels, review of diffusion, ternary phase diagrams, physical metallurgy and heat treatment of aluminum and cu alloys, design of heat treatments."
166,MSE 397,Honors: Principles and Processing of Metallic Materials,4,"Review of the heat treatment of steels, hardenability, quenching of steels, tempering of steels, austenitzation of steels, annealing, normalizing, martempering and austempering, surface treatments of steels, tool steels, stainless steels, structural steels, review of diffusion, ternary phase diagrams, physical metallurgy and heat treatment of aluminum and cu alloys, design of heat treatments."
167,MSE 480,Materials Selection in Design,3,Systematic materials selection in design.
168,MSE 489,Materials Design,3,Design projects involving materials selection and performance.
169,IE 401,Facilities Planning and Material Handling,3,"Fundamental concepts, theory and procedures for the study of facilities design and location; physical layout; material flow principles; and material handling. Product design, process planning and schedule design are integrated through the development of analytical procedures and use of layout planning software to enhance the decision-making process in the design, rationalization and improvement of factory and office layouts. The knowledge learned in this course is integrated with knowledge from selected related courses to develop a laboratory design project by students working in teams."
169,IE 407,Honors: Facilities Planning and Material Handling,3,"Fundamental concepts, theory and procedures for the study of facilities design and location; physical layout; material flow principles; and material handling. Product design, process planning and schedule design are integrated through the development of analytical procedures and use of layout planning software to enhance the decision-making process in the design, rationalization and improvement of factory and office layouts. The knowledge learned in this course is integrated with knowledge from selected related courses to develop a laboratory design project by students working in teams."
170,IE 200,Engineering Statistics,3,"Introduction to probability concepts, probability distributions, data collection, descriptive statistics, discrete distributions, continuous distributions, estimation of means, confidence intervals, hypothesis tests, regression, and correlation. Emphasis on industrial engineering techniques for data collection, data analysis, and engineering probability and statistics."
171,IE 201,Introduction to Industrial and Systems Engineering,3,"This course introduces the incoming Industrial and Systems Engineering (ISE) students to the different aspects of the practice of industrial engineering including but not limited to supply chain logistics, healthcare, manufacturing and service operations, etc."
172,IE 250,Leadership in Industrial Engineering,1,"Aspects of leadership in a professional environment will be studied from current literature reading and discussions. Industry professionals will periodically lead the class to enlighten students to aspects of the practice of industrial engineering. Regular submission of written papers on assigned and discussed topics will be critically reviewed to emphasize key aspects of professional level written communications including content, format, and referencing."
173,IE 202,Work Measurement and Introduction to Manufacturing Processes,3,"Introduction to methods, standards, work design, and productivity improvement. Work method design: exploratory, documentation, and analysis tools. Operation analysis: product, process and schedule design. Introduction to facilities layout, work design, work method improvement, time study, learning curves, and wage incentives systems. A survey of manufacturing processes, traditional machining, and non-traditional machining. Fundamental principles and procedures will be applied through a class project developed by students working in teams."
174,IE 405,Engineering Economic Analysis,3,"Role of engineering economy in engineering practice; principles of economic equivalence; time value of money and discounted cash-flow techniques; analysis of single and multiple investments; comparison of alternatives; capital recovery and tax implications; inflation; public sector analysis; cost estimation; depreciation schedules; break-even point concepts; decision making under uncertainty; risk analysis; introduction to investing in the financial market; basic accounting principles and financial statements including balance sheets, income statements, cost of goods sold statements, and business ratios."
175,IE 301,Operations Research I: Deterministic Models,3,"Integrated system modeling concepts. Linear mathematical programming models including modeling, the simplex procedure, sensitivity analysis, dual theory, transportation, transshipment, and assignment problems, and integer linear programming."
176,IE 304,Introduction to Human Factors Engineering,3,"Human capabilities and limitations affecting work, workplace, and work environment design. Emphasis on human factors methodology, human input requirements, human outputs, the design of human-machine interfaces, the analysis of stress on performance, and environmental factors such as noise, lighting, and atmospheric conditions. Focus on designing the task to fit the person."
175,IE 340,Design of Experiments,3,"Development and discussion of fundamental theory, concepts and procedures required for the efficient design and analysis of industrial experiments. Topics covered include the statistical approach, screening procedures for factor and interaction effects in one-factor and multiple-factor experiments with and without restrictions on randomization, two-level and mixed-level full and fractional factorial designs with and without blocks, response surface methodology, and Taguchi methods. Integrated treatment of these topics provides knowledge and skills for process and product improvement in engineering applications. Use of specialized software for experimental data analysis."
176,IE 402,Production System Planning and Control,3,"Theory and application of forecasting systems, including regression and time series models. Independent demand inventory models, including development of safety stock. All modules of Manufacturing Resource Planning (MRP) Systems. Master production scheduling, resource requirements planning, bill of material and inventory file structures, material requirements planning, capacity planning, shop floor and purchase order control. Overview of just-in-time inventory concepts and MRP’s role in manufacturing automation."
177,IE 300,Quality Control and Management,3,"Theory and application of statistical quality control and improvement, including both traditional and modern methods; statistical process monitoring; and process and measurement system capability analysis."
178,IE 406,Simulation,3,"Simulation of complex business and industry processes using current simulation software (e.g., Arena) where management, strategic and operational decision making can be enhanced through modeling and analysis. Introduction to modeling concepts, flowcharting, random number generation, design of experiments, simulation logic, computer animation, and optimization. Utilization of statistical tools to analyze inputs and outputs to simulation models. Provides hands-on experiences in developing simulation models for relevant manufacturing and service industry case studies."
178,IE 408,Honors: Simulation,3,"Simulation of complex business and industry processes using current simulation software (e.g., Arena) where management, strategic and operational decision making can be enhanced through modeling and analysis. Introduction to modeling concepts, flowcharting, random number generation, design of experiments, simulation logic, computer animation, and optimization. Utilization of statistical tools to analyze inputs and outputs to simulation models. Provides hands-on experiences in developing simulation models for relevant manufacturing and service industry case studies."
179,IE 404,Industrial Engineering Design I,2,"Current real-world problems will be drawn from local production and service organizations and presented by personnel from these organizations. Senior industrial engineering student teams will solve these real-world problems under the guidance of their instructor using industrial engineering methodology. These problems emphasize problem definitions, analysis, and presentation with considerations for engineering standards and realistic economic, environmental, ethical, safety, social, political, and other pertinent constraints."
180,IE 422,Industrial Engineering Design II,2,"Current real-world problems will be drawn from local production and service organizations and presented by personnel from these organizations. Senior industrial engineering student teams will solve these real-world problems under the guidance of their instructor using industrial engineering methodology. These problems emphasize problem definitions, analysis, and presentation with considerations for engineering standards and realistic economic, environmental, ethical, safety, social, political, and other pertinent constraints."
182,IE 427,Introduction to Lean Systems,3,"Introduces an engineering based framework to implement process and system improvements within both the manufacturing and service enterprises. The students will be introduced to the basic concepts of lean systems including facility design and six sigma. The focus of the course will be to enable students to design complex processes and systems based on the physical system and the associated information system. Activities will include case studies, industry based projects, and the preparation of engineering reports."
183,IE 310,Operations Research II: Probabilistic Models,3,"Probabilistic Models, including decision makings under uncertainty, inventory models, Markov Chains, and queuing theory."
183,IE 317,Honors: Operations Research in Industrial Engineering II,3,"Probabilistic Models, including decision makings under uncertainty, inventory models, Markov Chains, and queuing theory."
184,IE 421,Information Systems Analysis and Design,3,"Systems engineering approach to analysis and design of systems of information. Topics ― system development life cycle, system analysis methodologies, data analysis techniques, system design, joint application design, and rapid application design. Lab introduces analysis and design software tools."
184,IE 428,Honors: Information Systems Analysis and Design,3,"Systems engineering approach to analysis and design of systems of information. Topics ― system development life cycle, system analysis methodologies, data analysis techniques, system design, joint application design, and rapid application design. Lab introduces analysis and design software tools."
181,DATA 201,Data Knowledge and Discovery,3,"Introduction to the essential elements of data science through the examination of data sets drawn from a variety of fields. Explores data collection and management, exploration and visualization of data, modeling, computing, and ethical issues associated with data science. Introduces students to programming through hands-on activities."
185,IE 423,Industrial Safety,3,"Accident causation, losses, and investigative techniques. Role of human, task/machine, and environment in accident prevention. Safety standards, codes, and laws. Product liability, design, evaluation, and management of safety organizations and programs. Hazard recognition, analysis, control and risk assessment, systems safety and related techniques."
186,IE 430,Supply Chain Engineering,3,"An overview of supply chain engineering with topics including: building a strategic framework to analyze supply chains, designing the supply chain network, planning demand and supply, planning and managing inventories, sourcing, transporting, and pricing products, and coordination and technology in the supply chain."
187,IE 452,Project Planning and Organizational Management,3,"Aspects of leadership in a professional environment will be studied from current literature reading and discussions. Industry professionals will periodically lead the class to enlighten students to aspects of organizational and project management. Lectures will be based on the Project Management Body of knowledge (PMBOK) and will qualify students to take the CAPM/PMP certification exam at the end of their Senior year. Each student will develop a project plan including Project Charter, scope management, Communication plan, with an oral project review presentation."
188,IE 457,Engineering Entrepreneurship,3,"Technology and innovation, technology transfer, and patent protection. Legal formation and intellectual property, knowledge management, generation, and transmission. Creating a business plan and a marketing plan, launching a technology- based business. Sources of capital, small business growth and operation."
188,ME 457,Engineering Entrepreneurship,3,"Technology and innovation, technology transfer, and patent protection. Legal formation and intellectual property, knowledge management, generation, and transmission. Creating a business plan and a marketing plan, launching a technology- based business. Sources of capital, small business growth and operation."
188,CBE 457,Engineering Entrepreneurship,3,"Technology and innovation, technology transfer, and patent protection. Legal formation and intellectual property, knowledge management, generation, and transmission. Creating a business plan and a marketing plan, launching a technology- based business. Sources of capital, small business growth and operation."
188,NE 457,Engineering Entrepreneurship,3,"Technology and innovation, technology transfer, and patent protection. Legal formation and intellectual property, knowledge management, generation, and transmission. Creating a business plan and a marketing plan, launching a technology- based business. Sources of capital, small business growth and operation."
189,IE 465,Applied Data Science,3,"An introduction to applied data science including machine learning and data mining tools. Topics include supervised and unsupervised algorithms, techniques for improving model performance, evaluation techniques and software packages for implementation. Emphasis will be put on real-world applications in various domains including healthcare, transportation systems, etc."
190,IE 483,Introduction to Reliability Engineering,3,"Probabilistic failure models and parameter estimation (maximum likelihood, Bayes techniques). Model identification and comparison, accelerated life tests, failure prediction, system reliability, preventive maintenance, and warranties."
190,CBE 483,Introduction to Reliability Engineering,3,"Probabilistic failure models and parameter estimation (maximum likelihood, Bayes techniques). Model identification and comparison, accelerated life tests, failure prediction, system reliability, preventive maintenance, and warranties."
190,MSE 483,Introduction to Reliability Engineering,3,"Probabilistic failure models and parameter estimation (maximum likelihood, Bayes techniques). Model identification and comparison, accelerated life tests, failure prediction, system reliability, preventive maintenance, and warranties."
190,NE 483,Introduction to Reliability Engineering,3,"Probabilistic failure models and parameter estimation (maximum likelihood, Bayes techniques). Model identification and comparison, accelerated life tests, failure prediction, system reliability, preventive maintenance, and warranties."
190,ME 483,Introduction to Reliability Engineering,3,"Probabilistic failure models and parameter estimation (maximum likelihood, Bayes techniques). Model identification and comparison, accelerated life tests, failure prediction, system reliability, preventive maintenance, and warranties."
191,IE 484,Introduction to Maintainability Engineering,3,"Principles of maintenance and reliability engineering and maintenance management. Topics include information extraction from machinery measurements, rotating machinery diagnostics, nondestructive testing, life prediction, failure models, lubrication oil analysis, establishing a predictive maintenance program, and computerized maintenance management systems."
191,CBE 484,Introduction to Maintainability Engineering,3,"Principles of maintenance and reliability engineering and maintenance management. Topics include information extraction from machinery measurements, rotating machinery diagnostics, nondestructive testing, life prediction, failure models, lubrication oil analysis, establishing a predictive maintenance program, and computerized maintenance management systems."
191,MSE 484,Introduction to Maintainability Engineering,3,"Principles of maintenance and reliability engineering and maintenance management. Topics include information extraction from machinery measurements, rotating machinery diagnostics, nondestructive testing, life prediction, failure models, lubrication oil analysis, establishing a predictive maintenance program, and computerized maintenance management systems."
191,ME 484,Introduction to Maintainability Engineering,3,"Principles of maintenance and reliability engineering and maintenance management. Topics include information extraction from machinery measurements, rotating machinery diagnostics, nondestructive testing, life prediction, failure models, lubrication oil analysis, establishing a predictive maintenance program, and computerized maintenance management systems."
191,NE 484,Introduction to Maintainability Engineering,3,"Principles of maintenance and reliability engineering and maintenance management. Topics include information extraction from machinery measurements, rotating machinery diagnostics, nondestructive testing, life prediction, failure models, lubrication oil analysis, establishing a predictive maintenance program, and computerized maintenance management systems."
192,IE 493,Special Topics,1;3,"Recent developments in industrial engineering including new areas of application, new research techniques, and new methodologies."
193,IE 494,Special Topics,1;3,"Recent developments in industrial engineering, including new areas of application, new research techniques, and new methodologies."
194,IE 495,Special Topics,1;3,"Recent developments in industrial engineering including new areas of application, new research techniques and new methodologies."
195,DSGN 430,Design Thinking and Innovation,3,"Introduction to design thinking and innovation for junior and senior undergraduate students from all majors. This course will assist students in how to work in multi-disciplinary teams to solve complex whole-to-part real-world problems. Students engage collaborative design thinking methods that emphasize producing unique, feasible, and implementable outcomes that can be applied in future classes and within career opportunities. Students will complete projects by generating a variety of ideas, applying and synthesizing knowledge from their discipline, building prototypes, and evaluating with critical thinking."
196,ECON 311,Intermediate Microeconomics,3,"Theories of consumer behavior, of production and costs, of price and behavior of firms in perfectly competitive, monopolistic, and imperfectly competitive markets, input prices, income distribution, welfare, and general equilibrium."
197,ECON 313,Intermediate Macroeconomics,3,"Measurement of income and prices, aggregate demand, output, employment, price determination, inflation, business fluctuations, fiscal and monetary policies and growth."
198,ECON 322,The Global Economy: Trade and Development,3,"Analyses of international trade and finance and their effects on economic development. Utilization of a policy-oriented approach drawing upon introductory economic principles. Overview of relevant topics, such as theories of economic development, poverty and income inequality, comparative advantage and commodity composition of trade, regional economic integration, foreign investment, finance, and debt. Writing-emphasis course."
199,ECON 331,Government and Business,3,"Antitrust and regulatory economics, problems in regulation and social control of business organization, oligopoly models. Writing-emphasis course."
200,ECON 333,Law and Economics,3,"Analysis of legal decisions and rulings as they affect the allocation and distribution of resources in the economy. Topics include property law, contracts, torts and administrative law with applications drawn from various areas in economics and case law. Writing-emphasis course."
201,ECON 351,Monetary Economics,3,"Role of money in the economy. Federal Reserve System, evaluation of monetary policy, U.S. depository institutions, and money supply process."
202,IE 350,Service in Industrial Engineering,1,Students engage in department outreach and engagement activities. Technical report writing and/or presentation is required. The credit earned from this course may be used as approved technical elective credit in the Industrial Engineering degree program (consult departmental academic advisor for details).
203,ENT 350,Introduction to Entrepreneurship,3,"An introduction to entrepreneurship with an emphasis on identifying, evaluating, and developing new venture opportunities. Topics include opportunity identification and evaluation, start-up strategies, business valuation, business plan development, attracting stakeholders, financing the venture, managing the growing business, and exit strategies."
204,ENT 415,Start-Overs as Start-Ups,3,"Not all entrepreneurial activity takes place within the confines of a brand new organization. For some organizations, entrepreneurial effort is required as an organization “starts over” due to poor performance, changes in leadership, new ownership, generational handoff, and/or other factors. This course centers on those situations where existing organizations need to be entrepreneurially refreshed in order to realize their potential."
205,ENT 425,Entrepreneurial Marketing,3,Entrepreneurial ventures face important and sometimes unique challenges marketing new products and/or services from new firms. New ventures must not only let consumers know that their products and/or services exist but also legitimize the venture in the minds of consumers. This course provides an in-depth look at entrepreneurial marketing strategies with an important focus on online presence and social media initiatives.
206,ENT 451,New Venture Planning,3,Integration of various functional disciplines and their application to general management of new ventures within established companies and entrepreneurial enterprises. Focuses on the components necessary for the development of a business plan.
207,ENT 460,Leading Innovation and Change,3,"How managers identify and nurture new business opportunities while maintaining competitive advantage. Topics include examination of change models, the role of middle managers in large organizations, and ways to address resistance to change."
208,ENT 492,Entrepreneurship Internship,3,Integrates classroom knowledge with skill based competencies in entrepreneurship through first-hand experience working with an entrepreneur or with entrepreneurship-focused organizations.
209,FINC 300,Fundamentals of Finance,3,Survey of the basic principles of finance.
210,MARK 300,Marketing and Supply Chain Management,3,"Practical applications oriented overview of what every manager needs to know in order to effectively provide value to customers of the organization, and improve long-term performance through the systematic, strategic coordination of traditional business functions within a particular company and across businesses."
211,MGT 300,Organizational Management,3,"Advanced topics in management and organizations, which includes theory and practice related to negotiations, innovation and change, individual and group decision making, and human resource management."
212,DATA 301,Data Stewardship and Ethics,3,"Overview of the data life cycle, including creation, collection, assurance, description, discovery, integration, use, reuse, and preservation. Explores data management principles and the development and implementation of data life cycle management plans. Examines the legal, ethical, and technological challenges in developing and implementing data management policies."
213,EF 333,Co-op/Intern Experience in Engineering,3,Technical report writing and/or presentation is required. Student must be officially registered with the Office of Professional Practice in order to register for this course. The credit earned from this course may be used as approved technical elective credit in several Tickle College of Engineering degree programs (consult Office of Professional Practice for details).
214,IE 450,Leadership Project in Industrial Engineering,1,Students complete a self-directed leadership project. Technical report writing and/or presentation is required. The credit earned from this course may be used as approved technical elective credit in the Industrial Engineering degree program (consult departmental academic advisor for details).
215,MATH 132,Calculus 1B Infused with Precalculus,3,Continuation of MATH 131
216,ECE 201,Circuits 1,3,"Fundamental laws of circuit analysis. Ohm’s Law. Kirchhoff’s current and voltage laws; the law of conservation of energy; circuits containing independent and dependent voltage, and current sources, resistance, conductance, capacitance, and inductance analyzed using mesh and nodal analysis, superposition, and source of transformations; and Norton’s and Thevenin’s Theorems. Steady state analysis of DC and AC circuits. Complete solution for transient analysis for circuits with one and two storage elements."
217,ECE 255,Introduction to Digital Logic Design,3,"Introduction to digital logic design techniques, including the implementation of combinational and sequential logic. Topics include number systems, base conversions, Boolean algebra, finite state machines, and techniques for minimizing Boolean functions and logic circuits. Laboratory exercises will provide hands-on experience implementing digital logic circuits using discrete components and programmable logic devices."
218,ECE 202,Circuits 2,3,"Operational amplifiers, average, complex, imaginary and real power; effective values of voltage and currents, three phase circuits, delta and wye connections. Complex frequency; sinusoidal forcing functions and natural response. Resonance: general case, special cases in series and parallel circuits. Scaling: magnitude and frequency. Mutual inductance, transformers as circuit elements; linear and ideal transformers. Admittance, impedance, and hybrid parameters. Trigonometric and complex Fourier series. Includes laboratory exercises."
219,PHYS 251,Fundamentals of Physics,4,"Explores oscillations, waves, optics, and the breakdown of nineteenth century physics, and special relativity. Topics covered include simple harmonic motion; mechanical waves; sound; geometric optics; interference; diffraction; and special relativity. This course includes a laboratory component that may be incorporated into the class time in a studio physics modality. Basic scientific computing will be integrated into the course."
220,ECE 315,Signals and Systems I,3,"Continuous- and discrete-time functions, function transformations, signal energy and power, solution of linear differential equations, system properties, convolution, continuous and discrete-time Fourier series, continuous and discrete-time Fourier transforms, Bode diagrams, and correlation."
221,ECE 325,Electric Energy System Components,3,"Three-phase systems, phasor analysis, AC power, ideal transformers, and per unit notation. Magnetic circuits. Practical transformers. DC machines, induction motors, synchronous machines. Introduction to power electronics, power systems, and renewable energy."
222,ECE 335,Electronic Devices,3,"Semiconductor physics, theory of p-n junctions. Diodes, field-effect transistors, and bipolar transistors. Modeling of diode and transistor devices. Analysis and design of diode switching and rectifier circuits. Basic transistor switching circuits and single stage amplifiers. Electronic circuit simulation using SPICE."
223,ECE 395,Junior Seminar,1,"Presentations and discussions related to professional development, including registration, ethics, and current topics in electrical and computer engineering. Students will analyze aspects of scientific and technical writing and write a series of articles suitable for the general public. "
224,ECE 341,Fields,3,"Coulomb’s law, Gauss’ law, Ampere’s law, Maxwell’s equations for electrostatic and magnetostatic cases. Maxwell’s equations for dynamic case, dynamic potentials, and uniform plane wave propagation. Transmission lines."
224,ECE 347,Honors: Fields,3,"Coulomb’s law, Gauss’ law, Ampere’s law, Maxwell’s equations for electrostatic and magnetostatic cases. Maxwell’s equations for dynamic case, dynamic potentials, and uniform plane wave propagation. Transmission lines."
225,ECE 316,Signals and Systems II,3,"Sampling theory, theory and application of Laplace transforms, feedback, root locus, gain and phase margin, theory and application of z Transforms, digital filters, and discrete-time state variables."
226,ECE 336,Electronic Circuits,3,Multistage transistor amplifier biasing. Gain stages and output stages. Frequency and transient response of open loop linear amplifiers. Fundamentals of integrated circuits and operational amplifier applications in basic feedback configurations. Basic transistor switching circuits. Includes laboratory experiments and design projects.
227,ECE 342,Fundamentals of Communications,3,"Probability and random processes, communication channels, analog modulations, digital modulations, diversity, MIMO, channel coding, information theory, laboratory sessions."
228,ECE 401,Senior Design Theory,2,"A design course that focuses the student’s attention on professional practice, ethics, accumulated background of curricular components, and recent developments in the field. The focus is on teaching both the design process and design principles that allow students to utilize all of the above elements to effectively create designs for major design projects."
229,ECE 402,Senior Design Practicum,3,A project-oriented course that requires teams of students to design a major project that incorporates the principles taught in ECE 401*. The design emphasis is directed to topics within the field of electrical and computer engineering.
230,ECE 256,Computer System Interfaces,3,"Introduction to design, implementation, and test of interfaces used in the construction of modern computing systems. Topics covered include memory and I/O devices, component interfaces, real-time operating system concepts, performance analysis, and optimizations. The lectures and lab assignments will cover both hardware and software elements needed to support target applications and interfaces. This includes physical layer and low-level protocol/information-format design and analysis. Other key elements covered in the class include direct memory access, timers, input/output synchronization, and interrupts. Emphasis is placed on hands-on and lab based exercises using an appropriate development system."
231,ECE 351,Digital Systems Design,3,"Introduction to techniques and strategies for designing digital systems using hardware description languages and industry-standard design tools. Topics include simulation and synthesis of high-level designs, finite state-machine design, digital memory systems, arithmetic circuit design, circuit delay estimation, timing, and power analysis. Laboratory and project activities include the implementation of digital systems using field-programmable gate arrays (FPGAs)"
